,media,mediana,inter_linear,inter_cubic,inter_slinear,inter_akima,inter_poly5,inter_spline5,knn,media_movel_3,real,pix
0,,,,,,,,,,,90.00000229477882,192.37078416347504
1,,,,,,,,,,,33.00000125169754,158.08849480748177
2,,,,,,,,,,,3.999999962747097,154.6482878625393
3,,,,,,,,,,,10.000000058207661,115.72990767657757
4,,,,,,,,,,,49.99999842047691,90.43916520476341
5,,,,,,,,,,,141.9999980032444,67.77864295989275
6,,,,,,,,,,,219.00001075863838,56.86917306482792
7,,,,,,,,,,,365.9999916255474,78.94174677878618
8,,,,,,,,,,,376.9999915063381,143.29428187012672
9,,,,,,,,,,,433.00001960992813,235.16158056259155
10,,,,,,,,,,,444.00001722574234,257.11535891890526
11,,,,,,,,,,,345.00000420212746,91.90750616043806
12,,,,,,,,,,,313.00000220537186,48.666907787323
13,,,,,,,,,,,413.0000105500221,50.38976611196995
14,,,,,,,,,,,370.0000039637089,51.7896944694221
15,,,,,,,,,,,332.00000751018524,92.14221107959747
16,,,,,,,,,,,257.99999436736107,165.6169815659523
17,,,,,,,,,,,150.9999938607216,177.73353822529316
18,,,,,,,,,,,109.99999988079071,187.3187211751938
19,,,,,,,,,,,42.99999959766865,295.5175415277481
20,,,,,,,,,,,14.999999849125743,247.571639418602
21,,,,,,,,,,,5.000000022817403,141.19429424405098
22,,,,,,,,,,,136.00000569224358,144.05175691843033
23,,,,,,,,,,,398.0000008940697,276.8139536976814
24,,,,,,,,,,,567.9999928474426,268.20959198474884
25,,,,,,,,,,,294.99999502301216,151.5468077659607
26,,,,,,,,,,,173.99999579787254,83.47343203425407
27,,,,,,,,,,,200.99999564886093,37.43989670276642
28,,,,,,,,,,,256.999990940094,100.1230009496212
29,,,,,,,,,,,235.99999070167542,172.00480645895004
30,,,,,,,,,,,230.00000938773155,359.0660497546196
31,,,,,,,,,,,233.9999989271164,368.98386561870575
32,,,,,,,,,,,746.9999953508377,208.0854143500328
33,,,,,,,,,,,729.9999781250954,172.0976178944111
34,,,,,,,,,,,581.0000123381615,148.65443409979343
35,,,,,,,,,,,394.9999965131283,114.52711462974548
36,,,,,,,,,,,258.00000751018524,177.26709309220314
37,,,,,,,,,,,101.99999938905239,295.86529901623726
38,,,,,,,,,,,53.00000024959445,251.58543249964714
39,,,,,,,,,,,14.00000021327287,184.56846618652344
40,,,,,,,,,,,5.999999992083758,236.96668523550034
41,,,,,,,,,,,35.000000674277544,234.76381140947342
42,,,,,,,,,,,483.00002562999725,146.81367713212967
43,,,,,,,,,,,645.9999763965607,321.7357123494148
44,,,,,,,,,,,271.9999945163727,452.047944188118
45,,,,,,,,,,,209.00000023841858,537.012088060379
46,,,,,,,,,,,271.9999899864197,700.2043752670288
47,,,,,,,,,,,283.00000753998756,585.8973317146301
48,,,,,,,,,,,310.00000762939453,254.80921539664268
49,,,,,,,,,,,401.00001335144043,289.12297439575195
50,,,,,,,,,,,527.000008225441,329.4836519956589
51,,,,,,,,,,,627.0000071525574,273.42848896980286
52,,,,,,,,,,,497.0000116825104,349.95168247818947
53,,,,,,,,,,,196.00000303983688,114.19242979586124
54,,,,,,,,,,,176.99999570846558,189.11404564976692
55,,,,,,,,,,,171.00000858306885,176.32270607352257
56,,,,,,,,,,,123.00000178813934,121.44371384382248
57,,,,,,,,,,,15.999999990686774,345.8707455396652
58,,,,,,,,,,,19.00000033248216,544.5243446230888
59,,,,,,,,,,,32.00000069849193,448.44455325603485
60,,,,,,,,,,,72.00000284612179,373.2510752081871
61,,,,,,,,,,,153.0000043809414,371.88754773139954
62,,,,,,,,,,,446.9999955892563,321.94066655635834
63,,,,,,,,,,,485.0000202655792,268.87851959466934
64,,,,,,,,,,,494.0000111460686,245.08566761016846
65,,,,,,,,,,,499.0000102519989,439.38396096229553
66,,,,,,,,,,,547.0000029802322,512.5523498058319
67,,,,,,,,,,,389.0000041127205,322.09115195274353
68,,,,,,,,,,,413.9999898672104,335.760062456131
69,,,,,,,,,,,430.0000069141388,316.99899592995644
70,,,,,,,,,,,432.0000057220459,328.3822373151779
71,,,,,,,,,,,502.0000122189522,734.9716384410858
72,,,,,,,,,,,183.00000143051147,498.1446062922478
73,,,,,,,,,,,87.99999904632568,576.1503057479858
74,,,,,,,,,,,17.999999653548002,637.5156018733978
75,,,,,,,,,,,7.000000013038516,474.47815561294556
76,,,,,,,,,,,28.99999991990626,452.60342878103256
77,,,,,,,,,,,132.99999636411667,526.3957672119141
78,,,,,,,,,,,342.99999737739563,330.41473799943924
79,,,,,,,,,,,550.0000190734863,353.6804675459862
80,,,,,,,,,,,292.9999978542328,287.13963291049004
81,,,,,,,,,,,243.9999897480011,398.899157166481
82,,,,,,,,,,,275.9999884366989,495.6556955575943
83,,,,,,,,,,,309.999996304512,372.74853307008743
84,,,,,,,,,,,241.00000590085983,576.6820059418678
85,,,,,,,,,,,254.00000324845314,660.8194925785065
86,,,,,,,,,,,432.99999272823334,628.2396740317345
87,,,,,,,,,,,689.0000193715096,514.0835503339767
88,,,,,,,,,,,503.0000163912773,282.4121339023113
89,,,,,,,,,,,321.00000563263893,191.90275079011917
90,,,,,,,,,,,323.00000324845314,184.73609352111816
91,,,,,,,,,,,225.00000208616257,419.2663189172745
92,,,,,,,,,,,130.9999993443489,392.4524988234043
93,,,,,,,,,,,29.00000014528632,295.26805210113525
94,,,,,,,,,,,16.999999900348485,346.02281627058983
95,,,,,,,,,,,6.0,345.3598023355007
96,,,,,,,,,,,35.00000122189522,320.8167532682419
97,,,,,,,,,,,585.0000239610672,325.727920293808
98,,,,,,,,,,,304.00001072883606,232.48917490243912
99,,,,,,,,,,,293.00000846385956,330.26836717128754
100,,,,,,,,,,,275.0000088214874,447.3471502661705
101,,,,,,,,,,,369.0000002384186,284.9573958516121
102,,,,,,,,,,,576.0000114440918,340.16389364004135
103,,,,,,,,,,,560.0000157356262,396.59011459350586
