,media,mediana,inter_linear,inter_cubic,inter_slinear,inter_akima,inter_poly5,inter_spline5,knn,media_movel_3,real,pix
2,11.162993421052631,10.7,9.0,9.252144163482358,9.0,9.141496598639456,9.076165631666584,9.346655806373626,7.766666666666667,9.3,8.000000122189523,8.589072453975678
4,11.162993421052631,10.7,7.366666666666667,7.41478269898386,7.366666666666666,7.41670634920635,7.693864936101047,6.675370345485299,7.766666666666666,8.4,8.099999976158141,7.264576894044876
5,11.162993421052631,10.7,6.333333333333334,6.378298169376876,6.333333333333333,6.309603174603175,6.708409752752414,5.826106611158926,7.288888888888889,8.4,9.000000128149987,4.222527058422566
7,11.162993421052631,10.7,5.166666666666667,4.300128463323825,5.166666666666666,4.653,3.892457141508175,5.466248530273044,6.879365079365079,5.3,8.900000095367432,8.000354774296284
8,11.162993421052631,10.7,5.033333333333333,3.9420705664175446,5.033333333333333,4.5085,3.530882171037208,5.627181893715958,6.704365079365079,5.3,8.699999767541884,3.974142196029424
15,11.162993421052631,10.7,9.266666666666667,10.105005294223073,9.266666666666667,10.80146254370804,10.170132914199575,9.038931965338104,7.933333333333334,10.45,4.3,5.86565799601376
16,11.162993421052631,10.7,6.733333333333333,6.1786420361639385,6.733333333333333,6.729930238262288,5.783760829504499,5.775085288210211,7.59047619047619,11.8,5.10000002682209,4.9394454032182695
18,11.162993421052631,10.7,6.1,6.497889123650247,6.1,6.1806765327695565,6.839371392830007,6.123081558366445,7.437301587301586,4.2,9.099999952316283,7.707523453235626
21,11.162993421052631,10.7,6.475,4.875093359010985,6.475,5.830184242160535,4.17297072141127,4.21619233339131,7.322883597883599,6.55,8.600000047683716,9.372497835755349
22,11.162993421052631,10.7,7.85,7.392782555176116,7.85,7.895399569308831,7.338302632487755,4.552738411665839,8.165740740740741,5.1,10.100000092387198,9.08022773563862
27,11.162993421052631,10.7,9.9,11.479701635150128,9.9,10.428835227272726,12.0606227001222,9.118342382366832,8.238543353849476,9.349999999999998,5.800000095367431,4.852052116394042
30,11.162993421052631,10.7,5.2,4.18545465644295,5.2,5.107039007092198,4.182808847071189,5.934311005603573,7.362649050549924,7.35,4.80000000409782,6.80008972287178
34,11.162993421052631,10.7,6.05,6.356046341299018,6.05,5.993763234849249,6.724901177413106,5.443843679499346,6.69377484175832,6.55,10.300000190734863,11.813847562670707
36,11.162993421052631,10.7,6.366666666666666,5.473865158200577,6.366666666666666,6.225224122605586,5.233031543633591,6.506163601915326,7.398962473626386,4.8,8.999999903142452,8.731389799714089
37,11.162993421052631,10.7,7.933333333333334,7.60097618588284,7.933333333333333,8.05982159960822,7.716121124550917,7.995697139827694,7.665456219230784,4.8,10.200000089406966,6.877133071422577
40,11.162993421052631,10.7,10.266666666666667,11.525183428659927,10.266666666666666,10.660931899641575,12.3637159956658,10.308814509449984,8.737774098979596,9.9,10.700000232458114,10.113843962550163
41,11.162993421052631,10.7,10.233333333333333,12.124385664652348,10.233333333333333,10.569354838709678,13.452615996549198,9.872426022928984,9.037903789776298,10.3,7.799999770522118,11.810513889789584
46,11.162993421052631,10.7,8.8,8.74302237016212,8.8,8.685638297872341,8.214313187724562,8.755230343031872,8.616666666666667,9.55,9.499999916553495,6.128919191658497
48,11.162993421052631,10.7,7.8,7.729463481226736,7.799999999999999,7.784228420586588,8.651095327165216,8.48316450739542,8.663333333333332,7.800000000000001,14.000000286102296,11.575646686553956
49,11.162993421052631,10.7,7.8,8.009950378567385,7.799999999999999,7.796825635499419,9.142165459621175,8.000057280494758,8.38,7.800000000000001,14.900000047683717,14.241921234130857
51,11.162993421052631,10.7,7.733333333333333,6.694710235405209,7.733333333333332,7.741866247873315,5.156514866263237,6.89653199096552,9.190555555555555,7.8,19.200000381469728,17.26456089615822
52,11.162993421052631,10.7,7.666666666666666,6.035413302274016,7.666666666666666,7.648710901714434,4.239230427061933,6.972593062647361,10.20484126984127,7.8,17.00000044107437,15.26603330373764
54,11.162993421052631,10.7,11.25,11.964812692277016,11.25,10.760550935550937,13.16681935492326,10.275812220567506,12.599424603174604,7.6,10.299999833106996,9.307568621635436
59,11.162993421052631,10.7,14.433333333333334,12.479864646730253,14.433333333333332,14.44865934020319,10.283013920827043,12.119353236182022,13.3,18.1,8.699999916553498,6.16068669706583
60,11.162993421052631,10.7,11.866666666666667,9.248564367746688,11.866666666666667,11.796448533150691,7.040254678798482,8.655777844597461,13.071428571428571,17.0,8.69999985396862,8.632715076208115
64,11.162993421052631,10.7,7.05,3.291856794779872,7.05,6.587220324169712,0.7441325523547223,1.916421434839879,9.845238095238097,8.9,13.199999970197675,10.611045932769777
65,11.162993421052631,10.7,7.6,3.472950888383996,7.6,7.02172731606547,-0.1085409423030038,2.4785005752937983,8.96360544217687,6.5,9.899999815225602,12.631817793846128
72,11.162993421052631,10.7,12.25,13.788467862753862,12.25,13.30342741935484,14.297290630446556,12.08982780032885,9.971428571428572,7.45,9.800000202655792,9.942388576269147
75,11.162993421052631,10.7,11.65,11.272634921521432,11.65,11.619935027786855,11.172527597589694,11.80401894098763,11.445238095238096,13.85,9.899999755620955,10.887669849395753
77,11.162993421052631,10.7,10.366666666666667,10.53077987591288,10.366666666666664,9.815154283247526,11.17235379275569,9.347308069681262,11.406462585034015,10.099999999999998,19.000000381469725,17.99164562821388
78,11.162993421052631,10.7,10.633333333333333,11.367230346925416,10.633333333333333,10.604828198909424,12.264597551031809,9.887506033743833,11.018962585034014,10.099999999999998,23.0,15.768902760744098
84,11.162993421052631,10.7,13.3,14.532339230695028,13.3,13.97139282735613,14.823864212776748,14.12784521931442,11.233333333333333,12.45,12.599999988079071,13.00869140625
87,11.162993421052631,10.7,11.266666666666666,8.579423152948323,11.266666666666666,9.897936991675133,7.919054646150861,7.827240110573667,13.488888888888887,11.4,13.000000047683717,10.802710342407227
88,11.162993421052631,10.7,12.833333333333334,10.3490556799986,12.833333333333332,11.707163347580805,9.687710706819525,8.813516673625351,13.76031746031746,9.699999999999998,11.900000095367432,14.565051478147506
91,11.162993421052631,10.7,17.2,19.37073449639469,17.2,18.61521576452981,19.609284924095046,20.105255221706276,14.274867724867724,16.7,18.40000013709069,16.66995141506195
94,11.162993421052631,10.7,10.066666666666666,7.4453078050529955,10.066666666666666,9.2703451224524,6.858086909263653,7.234940012373278,13.645811287477954,12.5,8.700000137090683,10.738661646842957
95,11.162993421052631,10.7,10.533333333333331,8.604407174523644,10.533333333333331,9.863056767271328,8.144882578726365,8.610529712672765,12.753446502057614,9.6,13.300000357627868,6.922082805633544
98,11.162993421052631,10.7,11.766666666666666,12.138542251974584,11.766666666666666,12.05089873347713,12.09880035978628,11.804387441496484,12.071322541362225,11.8,11.499999797344207,9.358804917335512
99,11.162993421052631,10.7,10.933333333333334,10.736469865158504,10.933333333333332,10.442387036115258,10.652646261169185,10.538407106239886,11.846395577631409,12.6,9.999999988079072,8.99038901925087
103,11.162993421052631,10.7,11.25,11.615456519815403,11.25,11.711362319413167,11.98700668107256,11.945682432678336,11.16927911552628,12.2,8.200000056624411,10.509204512834549
105,11.162993421052631,10.7,10.42,9.60211231839039,10.420000000000002,9.91098759197742,8.757154443348048,8.457650203582945,11.833855823105257,9.5,12.70000022649765,10.29332419037819
106,11.162993421052631,10.7,11.34,11.445569240345757,11.340000000000002,11.617562515176076,10.663790534661008,9.469330942253563,11.717189156438588,9.5,11.59999998807907,12.926536941528322
112,11.162993421052631,10.7,10.15,10.237176964832749,10.15,9.99465290806754,10.23517888031128,8.59228012784383,11.015570200516589,9.7,15.000000476837158,16.119379425048827
115,11.162993421052631,10.7,10.9,9.485843832251785,10.9,10.616838517402028,8.330871431843613,12.056561364778052,11.45259503341943,10.75,12.800000232458116,13.360152649879456
116,11.162993421052631,10.7,11.9,10.76506546622897,11.9,11.933666758015896,9.26422465694762,12.588683070521578,11.909737890562289,9.9,12.700000071525576,13.676359713077543
122,11.162993421052631,10.7,10.25,9.944029391530416,10.25,10.244624060150375,9.99815226158745,10.318275659880667,11.785714285714286,11.5,14.300000238418578,13.89101028442383
124,11.162993421052631,10.7,10.5,10.576234318386923,10.5,10.317218045112782,10.621416158488518,9.545846965236096,11.155102040816328,9.4,15.299999916553496,14.1202522277832
128,11.162993421052631,10.7,13.1,13.26323237051944,13.1,13.104278273809523,13.41122943550338,13.488250786448788,12.30918367346939,11.15,13.6,12.130533707141876
130,11.162993421052631,10.7,14.4,14.533537183000355,14.4,14.343171608265948,14.284641943594426,14.070292914839529,13.90131195335277,14.900000000000002,16.999999666213988,17.55090446472168
132,11.162993421052631,10.7,15.05,14.840118897479137,15.05,14.946578189958426,15.31716537553183,14.927501374966283,15.51381195335277,13.9,22.4,13.425486385822296
137,11.162993421052631,10.7,12.8,11.134488250454137,12.8,12.13248206911541,9.268217350685308,13.357652861401856,16.0,17.599999999999994,14.49999997019768,15.241554403305052
139,11.162993421052631,10.7,11.1,11.300045046936464,11.099999999999998,10.941007751937985,16.098528687075877,8.116188419781443,15.525,10.899999999999997,12.299999761581422,12.018295675516129
140,11.162993421052631,10.7,11.3,11.729605372488937,11.3,11.05168992248062,20.55874295023445,7.371044536368084,13.845,10.899999999999997,11.599999943375586,13.596955144405367
148,11.162993421052631,10.7,13.75,12.218734067126311,13.75,13.34785987565758,11.512307491470402,15.046550319552455,14.214285714285714,15.2,15.100000447034835,11.696522772312164
151,11.162993421052631,10.7,15.5,16.42378962826138,15.5,15.523831624392876,16.551627130045183,14.467969444448888,14.259183673469384,14.999999999999996,9.199999964237216,10.873812925815583
154,11.162993421052631,10.7,13.55,13.275005170925068,13.55,12.966463414634148,13.583284594441528,14.08792676733288,15.437026239067055,13.899999999999997,12.100000405311585,15.724584645032882
156,11.162993421052631,10.7,15.3,14.827156205774411,15.3,15.3,14.365768137200607,15.828497116067073,15.576718034152435,13.599999999999994,16.49999990463257,15.750292205810547
160,11.162993421052631,10.7,17.4,16.85202387790743,17.4,17.4046875,16.60944994657776,17.865787738680645,17.96810257630749,17.599999999999994,14.100000381469728,15.998691630363464
163,11.162993421052631,10.7,19.85,19.83287666050308,19.85,19.93774281089316,19.594043895988094,19.878840459929226,18.894683762717914,18.3,16.200000166893005,17.599059945344926
166,11.162993421052631,10.7,19.725,19.659263975831397,19.725,19.74623480243161,19.09391851185654,20.77185794730025,18.549113960452985,21.149999999999995,18.399999791383745,14.044760775566102
167,11.162993421052631,10.7,18.55,18.313596927529257,18.55,18.458768996960483,17.561872055750662,20.01522730224356,18.006256817595844,20.89999999999999,16.200000143051145,10.12886667251587
174,11.162993421052631,10.7,13.6,13.951752954929352,13.6,13.641459957476965,14.318536226865064,14.03408934557296,13.983333333333333,14.799999999999995,14.699999862909316,9.914064139127731
177,11.162993421052631,10.7,15.533333333333331,16.383874301122212,15.533333333333331,15.421098183302716,16.888460461707204,15.856048384189997,14.880555555555556,12.099999999999996,7.900000208616256,9.341201043128969
